4.81:14.8682177815635,-14.63:11.0187612733919,-2.23:16.3919827964771,-5.675:14.9936444869151,-8.275:14.2397111979141,-1.855:15.2178833942175,1.485:16.6778228495209,-0.255:16.6051189396523,-6.065:15.4641771523738,6.41:15.8114483840033,-2.675:16.1142599892145,-7.64:15.8496182919337,-11.82:11.6678018495345,-1.415:17.4543053428087,1.19:16.8559752016903,-6.5:16.15704180845,0.83:16.7532414773977,-9.19:15.0742794189308,0.14:15.5589331253785,-11.315:14.9721666768708,-5.2:16.2794348796265,-3.455:15.8741291099701,-8.11:15.1511682717868,-3.51:16.1307129414667,-3.22:13.3847525191914,3.15:16.0273984164617,-7.695:14.0581639981898,-5.68:16.2406157518734,2.07:16.3864303617353,-7.385:12.1744311982121,-0.19:16.1778830506343,0.795:15.5715437577653,1.275:16.2843291234242,-0.3:16.2708327998293,-3.535:13.5254861280473,-1.365:16.1824526880198,-4.75:14.7555921602625,-5.215:13.9906674251088,2.265:15.9127236826384,3.5:15.2131522045893,3.945:16.652086205638,0.305:14.9325809892329,-4.87:15.4775030285896,-9.965:12.7614174369464,-4.2:14.197182819137,2.145:14.8058763671726,0.57:14.9534310444125,-4.47:15.3450024437926,1.19:16.4512583105366,-8.21:14.6473854322196,-7.705:13.7912281904115,-0.215:15.3521586430052,1.48:14.8347430041777,0.04:15.8312475819185,-6.575:13.8605329984095,-9.52:13.5509999631024,-0.975:15.2100090401025,0.4:15.2170956493018,5.595:15.6569784760662,-8.89:14.3620298008325,-12.12:13.2934419922005,-8.05:15.0737354361817,8.635:15.374386979649,-5.745:15.5029021476625,-4.905:14.6101326140456,-1.14:15.1848740528198,5:15.560526983364,3.58:15.0799071615179,-0.22:17.3020692404117,5.545:16.1514078333748,-9.075:15.4272283641618,6.62:15.0188414999293,-4.585:15.3565222299842,-4.98:14.3899131338587,-3.31:15.1236205982562,-9.61:12.692040813045,0.135:16.4267091956971,-4:15.3648950533351,4.505:15.6313778983172,3.15:16.2815079154236,-1.545:14.3609879534801,-10.825:14.2071944802625,4.935:16.0860428633023,-2.09:14.7350568373522,0.325:16.7002806862639,7.505:15.724502376864,-9.825:14.6708682428819,-3.76:14.6048758981376,-5.345:14.4328089781581,-2.335:17.8539288393339,-5.02:15.7486380363509,-1.87:14.5087249612087,-1.88:14.8282028580675,-1.38:15.2897220380228,-3.77:15.4647049761707,0.26:15.3770088118593,4.15:16.0049211182061,-6.285:15.3890797320698,0.535:17.0214210628843,-7.4:14.2393820090621,
-6.495:13.5606037844928,0.17:15.6480382156998,-10.43:14.0952155003036,-4.685:15.2638715599942,4.455:16.6999393711474,-1.965:15.3926532800554,-4.16:15.6771936264116,-2.355:14.3860687819849,7.97:15.0668211643996,4.065:16.244407499198,-8.525:15.4379200347715,-2.68:15.8116286321176,-6.935:15.4612669273899,-8.62:15.7646947322173,-2.86:14.5368634856354,-4.985:15.1051241305724,-3.475:15.7441854346295,3.385:14.9838838423154,-1.225:17.1637517751802,-3.195:15.6893905235353,-3.525:15.1591350346911,1.93:16.2654572637845,-0.595:15.1723753908213,-10.77:13.6351420968027,-3.26:16.4375302281091,0.34:15.6055887424986,-4.685:15.5780542751654,5.56:15.4417097498949,0.39:16.8946115670056,6.22:15.8707781787788,0.69:16.2025892992447,-5.09:15.0117254171531,1.38:16.7145325989092,-8.145:15.4426025980079,-1.045:15.4441890366571,-3.775:16.6926443381509,-5.595:15.0273409158108,-3.665:14.7306746281357,4.785:14.6078326592277,0.195:16.7486409896445,-2.595:15.5048693964187,-1.04:15.8122863621932,-4.51:13.6813705453803,-5.15:16.5761123307005,-2.53:15.2659457617273,-6.215:14.8360633255591,-7.095:14.4237989101346,-6.745:15.3133920148346,-10.465:13.2071486324642,-3.825:16.0702948012785,0.08:15.1506963536334,2.68:16.5866693461949,-4.585:14.7926594971966,-3.74:14.849659928766,-0.85:16.0404956282529,-0.195:14.7532021947779,-9.015:13.4909145353456,-4.445:16.1005271652825,6.07:16.1051265130082,-8.3:13.6861243600955,-9.33:12.9081795773068,-8.51:13.9753318386362,9.895:13.6734770632784,-4.04:13.1033736114025,-13.94:11.9388609171897,-4.395:15.3830743026224,0.955:15.3229558179876,-9.03:13.910395393374,6.39:16.501148444881,6.695:15.6410349721494,-1.54:16.4516990004072,8.88:14.1370293909293,-6.55:14.9314265895794,-4.12:15.0869347450037,2.165:16.6900501796729,-10.385:11.862831660274,0.7:15.4761106225046,-6.035:14.8301643618673,7.31:14.9650893749419,1.545:15.8328132370719,-1.66:14.9483912177866,1.27:17.7965474179685,-2.885:15.5135996789913,-2.445:14.8161052574555,-9.49:14.0199821683196,6.46:15.9257150545902,-3.525:14.9264655896833,-8.095:15.0195197992479,-7.585:15.8802636942842,-2.75:15.6976909129974,-2.17:15.8512176188456,0.94:16.1878472935718,0.085:14.4626337504619,1.745:15.3401426003802,-2.54:15.646993321402,-7.975:14.0158615504007,-10.005:12.8792459018376,-4.45:14.2747154087218,-5.07:13.8030829889558,-5.78:15.864476039252,
-5.755:13.9669243214102,-0.76:15.2171745077725,-9.335:15.2145579955515,-5.6:14.7288831891627,3.12:16.3467305599621,-1.2:15.1832144159266,-4.8:15.7381701604729,-2.04:14.4224963165189,7.955:15.576359491229,4.33:16.5798401681078,-7.565:15.368336767523,-3.345:15.3667164677429,-6.635:14.6969988433013,-8.655:15.2845011367725,-1.025:15.1922472004638,-3.08:15.5506784417915,-4.165:16.3736915507774,4.65:14.4238517740581,-0.225:16.1376694414033,-2.115:15.1192518002711,-3.105:15.3594913652764,0.745:15.9521150635268,-0.585:15.2020648268582,-5.455:15.1184647037985,-4.165:15.6258687758473,-1.16:15.0334427194838,-3.465:16.0040237128042,5.655:16.3965232595206,-2.495:15.4670609683934,4.37:15.1773877857818,-2.035:14.9135433415403,-4.865:14.9668558822486,3.03:16.8273319334944,-6.015:16.2010732669166,0.3:16.0533485603472,-6.26:16.7308816265013,-6.03:14.5175445582233,-2.09:14.4357853960219,2.765:15.1089303062791,1.885:16.3505894389163,-5.42:16.0063612354589,2.04:15.2495376979107,-2.425:13.9134602094519,-2.65:16.4154652690687,-3.97:14.9344936305186,-6.535:16.1888472412337,-2.78:15.5422520890635,-3.71:16.5670124041723,-10.655:13.3088682839677,-2.445:15.7796379869755,-0.76:16.0206866269832,-1.095:16.5132060787722,-3.435:15.0221761073421,-5.745:13.8769584203456,1.56:16.691806373188,-2.34:15.3998181807449,-12.315:13.9450986013007,2.92:16.8657522808797,7.615:15.9579690123775,-4.865:14.5803557912693,-9.445:13.381964541875,-8.925:14.3926847738704,5.71:14.6838652949419,-0.17:13.2291760892355,-12.425:11.5881135220535,-4.385:15.5629937672673,-1.84:14.9212734041033,-11.075:13.112946846533,3.675:17.6564258840797,7.14:16.0944213937625,-2.15:16.9182593667316,8:14.6095858941997,-4.855:14.7839093273735,-5.085:14.2396550168886,0.44:16.8492255014882,-8.55:14.1960381797176,6.035:15.8115076763729,-8.09:14.5798456781956,6.795:15.1806776857952,2.27:15.9695679340426,-3.62:14.0742886143492,1.745:17.8849091415081,-1.895:16.4567303860761,-6.885:14.5949229186043,-11.98:12.9857460317072,6.98:15.9207286265422,-4.505:14.3345727177339,-9.775:13.4964578686409,-5.055:15.1934846233509,0.735:16.1212522776613,-2.17:16.0742371514172,1.675:16.3767937948794,-0.57:16.1445068057219,1.845:15.0741823990557,-2.18:16.0333277893268,-11.72:13.5152358469987,-8.74:12.486088258538,-3.005:15.0477564772959,-7.415:12.6167656314921,-6.465:15.1237817691211,
-6.59:13.7703267935078,1.945:15.201709607804,-8.815:15.1126031840977,-4.51:15.2092044499375,4.615:15.1712483006508,0.5:16.0888159912406,-8.245:15.4293543286814,-3.21:13.9540639241764,7.01:15.7835325577008,2.205:16.6437067686258,-7.67:15.7978194697876,-2.84:15.6599616857769,-4.445:15.2946714577332,-8.025:14.9510660155054,0.475:15.3107601052332,-4.79:15.3803738576148,-4.62:16.6113094005259,4.56:14.9417669637831,0.79:16.2550269147732,-1.79:14.1642472443826,-0.645:15.9971552158501,-1.715:15.1444304944095,-0.41:16.4359940374776,-5.685:14.7633253367932,-5.505:14.0121367035866,-3.27:16.0223937038134,-6.465:15.1571361081175,6.67:15.6163728182955,0.36:15.8867995518292,6.64:14.6874231912885,-1.84:15.1840179135827,-7.24:14.530739829754,2.08:17.4792333928007,-4.065:16.243791891058,4.12:15.6587228087095,-4.105:15.7544906296586,-8.875:11.8844173184889,-2.09:14.5709265319677,3.905:14.6197118644657,1.145:16.8274767864942,-3.505:15.375304062034,0.6:14.5103411400284,-2.315:15.093236067855,-4.795:16.8241782860263,-5.01:14.6942131466779,-5.245:15.5062882405816,-3.585:15.5667201105435,-6.765:14.8519283259784,-13.125:11.5403368668337,-5.69:16.5146571263227,-0.915:15.0783876790591,-4.215:15.8337858707259,-3.475:16.5493013447698,-4.36:13.3768606182467,1.715:16.2386506520708,-4.18:15.3263694331045,-13.05:13.4256284769094,-1.57:17.1902617781115,6.975:15.2034330004772,-3.505:14.1170101296273,-8.695:13.0438481668563,-9.1:14.5093073576929,7.615:15.8027458057136,-0.61:13.5778459263611,-9.995:12.7747788630567,-5.55:14.765077040097,0.7:15.0877433700338,-6.295:14.3428719230146,5.72:16.2936061079185,8.05:16.6014306612412,-4.625:15.6343971741798,9.655:14.1136804200747,-4.72:15.4149797275248,-5.005:15.2323660342049,2.115:17.034135581238,-9.47:13.2581710654223,5.59:15.7477585706665,-4.095:15.7262829365365,4.995:15.2120010189324,2.805:16.1962024870029,-1.155:15.1558891194149,-0.51:16.7089766293451,0.355:16.5008780069425,-4.41:14.806481688774,-13.88:11.4383390402628,7.355:14.823257907761,-5.46:13.8689725646855,-10.785:13.0559861749314,-7.73:14.750833874734,-3.585:16.741349258647,-3.35:15.7869408056153,-0.605:17.177571859841,-0.97:15.0086341816969,0.97:14.8744445274437,-3.31:15.6343819833085,-8.99:14.8741352689829,-9.77:12.9841095189466,-4.07:14.7022141189686,-6.6:12.6479247309588,-7.27:15.3729340075341,
-8.165:13.4371788333712,1.1:15.5009677117269,-9.025:16.3148513630986,-2.78:15.6442193796942,2.505:16.4626843193934,1.36:16.2228357570432,-7.255:14.6359138764889,-5.535:13.5701427774361,6.72:16.0477911252608,2.105:15.2329896934253,-8.22:14.5537486579919,-1.88:15.1435002558854,-5.675:15.1805591135505,-9.52:16.5843178937212,-0.6:15.02597750564,-6.24:16.0727222336479,-5.565:15.9463404892784,6.025:15.8131076958326,1.735:16.116909598307,-2.69:15.1695055951076,0.785:16.5568346914499,-2.735:15.9516386305608,2.86:15.8720005040322,-8.715:14.0379405540841,-5.97:14.7342831518876,-3.95:15.0052490815714,-5.765:16.0906735409056,4.475:17.0513745780216,-3.85:15.1217558504295,6.065:15.0625620330673,0.205:15.9553431489266,-3.1:15.1611345221919,4.08:16.4840407667538,-2.53:16.4301278144755,-0.845:15.7509039423139,-2.33:16.2247064688394,-7.375:13.3358304953235,-2.57:14.5806412753349,4.335:14.3088355570955,-0.035:16.1973385159414,-6.33:13.9660695974207,-0.715:14.2689794659604,-1.43:14.8018613694359,-3.235:15.8177044794749,-5.11:15.682726166072,-6.15:14.8478112865163,-0.64:14.9996799965866,-5.785:15.6687196349925,-11.045:12.9082522054692,-3.49:16.8401276717251,-1.73:15.5784177630464,-0.88:15.1398678990274,-3.53:15.9567885240107,-2.43:14.7375405003684,2.16:16.7876263956522,-4.005:15.9838973657866,-11.02:14.0516760566133,-3.54:16.8353318945603,8.205:14.8601135594584,0.725:15.2357925622529,-9.945:12.8180331954633,-6.815:15.0426319173209,7.49:14.9596089521083,-2.73:14.304443365612,-8.02:12.6921077839735,-5.765:14.9127386820798,-0.15:15.8198451319853,-8.17:14.4419908599888,5.97:17.1064052331283,7.145:15.2556210951898,-6.71:14.5188119348657,7.265:14.8947901965754,-4.835:15.8930102560843,-5.85:15.7438083067598,-0.905:16.1079475725494,-7.515:13.6872120974288,3.815:15.9455565911009,-6.09:15.2774965226636,3.78:14.585664194681,0.19:15.0928426745925,-3.61:15.1174700264297,-4.55:15.6303390878125,-0.75:17.3149501876269,-2.9:14.8060798322851,-12.585:12.8946801046013,8.235:14.7641381394242,-1.615:15.7116763905065,-13.625:12.3666638589395,-10.1:14.5244621242922,-1.225:17.1832585675709,-2.085:15.5144376308005,-4.515:16.4599445624826,-2.205:15.1796895554553,1.05:14.1960381797176,-2.63:15.8538039599334,-10.605:13.7371385302762,-8.85:13.2052073062107,-3.91:15.2243850450519,-4.615:13.428208182777,-7.555:14.485060407192,
-7.185:14.3363445480359,-1.325:14.5072180310354,-5.62:15.9729646590732,-5.825:14.6510878435698,-2.315:14.7501110165314,1.09:16.9632514571942,-7.32:14.8942136415455,-2.545:14.0348842175488,8.755:15.2238291832246,1.005:16.1243596772089,-9.265:14.5696525353215,-0.81:15.8595050364127,-4.065:15.823424882117,-7.665:16.689001617832,1.625:15.5082034742906,-2.535:15.8968165052,-7.735:15.8570102793686,2.525:14.747520978117,-1.33:16.697338111208,-4.21:14.9112675517543,-0.085:16.8596493142651,0.565:16.1488629630696,-0.405:15.9765758221216,-7.14:14.6755033985209,-3.365:16.1533827726579,-3.8:15.6022434284304,-7.075:13.6674567861033,6.76:16.4900697390884,-0.395:14.042755249594,4.445:15.5739197057131,-4.12:15.1972234306139,-3.485:14.7549915282931,2.975:15.5149726071302,-5.45:16.7871230411884,-3.345:13.9973560003309,-0.03:16.5990692510153,-6.2:14.277604841149,-0.33:14.7953066882711,4.495:15.7461098370359,-2.565:15.9904901425816,-4.94:14.2343387623029,-0.92:15.00011999952,-4.565:13.8005715461353,-2.515:16.0305887290517,-6.565:15.5568562055449,-4.655:16.0073725201858,-1.965:14.6967266763725,-8.49:14.564336579467,-8.97:13.4873681643232,-7.185:16.9708802069899,-4.575:14.4797919529253,-2.485:16.2772778743867,-3.705:15.6313139242995,-3.68:15.181488728053,3.26:15.5673504489364,-4.045:14.567874759209,-10.175:14.2437486287845,-6.73:16.2885573332938,6.44:15.9071179036304,-0.315:15.0829630709619,-6.685:13.8634690824483,-12.605:12.969925790073,7.47:16.2962909890564,-3.43:12.7002007858144,-8.32:12.7901368249132,-7.735:14.2725181730485,0.335:15.7455636609173,-11.035:13.0347142277842,5.295:15.979298326272,8.7:15.1861779259957,-6.215:14.7617334686682,8.17:15.2643735541292,-2.515:15.5193355205692,-6.54:13.6344563514648,-1.915:16.0927864274649,-10.605:13.7291287050563,5.945:14.9583413184751,-8.665:13.4875044022236,2.99:15.1660772779252,-2.055:16.1072025814541,-2.785:14.8814910207277,-1.72:16.0932159620133,3.765:16.3459406275687,-6.55:14.7206487628773,-11.85:13.4185505923703,7.29:16.4832005387303,-2.69:15.9772932626274,-10.63:13.7558387603228,-11.085:15.2288468046665,-5.07:16.2605381214768,-1.645:14.8935883856108,-0.48:17.0381806540487,1.295:15.7822043770824,1.445:14.4421942584913,0.925:14.6229058329731,-4.8:16.5695503861752,-7.835:14.4318320042883,-3.2:14.5996575302299,-2.59:14.9890593434011,-5.635:15.8569156837009,
-9.85:13.8136707648619,-0.25:15.6559094274335,-4.39:16.2805988833335,-2.475:15.1970186220851,-3.04:16.4544340528625,-0.515:15.8325542790795,-3.615:16.1795171435986,-3.11:13.003380329745,6.52:15.452494944183,4.6:15.3332971014065,-10.17:15.6099679692176,-2.61:15.3710084249538,-2.27:15.302846140506,-11.925:15.2012951750829,0.145:15.9108131470393,-4.835:15.2717967181337,-6.345:15.6107647154135,4.96:15.8482932835053,-0.34:16.3065753608782,-4.42:14.8483534440691,-0.3:16.1266859583735,-4.58:15.2601965911321,3.775:15.9441015739364,-8.535:15.0913476866713,-5.185:16.4966898194759,-4.66:14.5579668910188,-8.64:14.4924256078822,5.21:15.3409875822908,-2.865:14.2371617606881,5.06:15.1834251735239,-4.185:15.4690263106635,-3.76:15.2526194471638,0.07:16.6341546223426,-3.925:16.1953504130043,-2.225:15.580897759757,-6.59:15.6573273581413,-6.51:15.0372836642793,-0.56:14.3929288193891,4.115:14.4910929539493,-3.565:15.6699002868557,-5.265:14.1945332786957,3.205:14.9155279826093,-1.81:14.4604253049487,-1.435:15.0145188068083,-6.135:14.8975425825872,-8.475:14.3059209769941,-3.42:15.2319926470571,-8.5:12.8319912718175,-9.355:13.1529074732547,-8.23:15.7310870571617,-3.21:13.6676954897305,-1.675:15.5887579684848,-1.22:16.4265516770867,-1.855:14.4122855578149,2.245:15.9701275824584,-5.32:13.6692208995246,-10.45:14.3585340477362,-10.32:15.9799123902479,6.71:15.3836244103917,-0.63:14.8510302672912,-7.175:14.6602992807105,-12.505:12.4683589537677,7.975:15.7998219926682,-2.655:12.8209194288085,-8.91:13.2503547122332,-6.585:14.0883914979674,-1.225:15.4804513823079,-11.365:12.9611641066688,6.82:17.024617470005,8.065:16.0275005849321,-7.995:13.790394301832,8.86:13.7390101535737,-3.445:15.0604440505584,-5.08:14.6062863178838,-0.655:15.2510975014915,-9.3:13.7662631095007,6.48:15.3061948243187,-7.325:15.5177116547512,3.275:15.1274378200672,3.195:15.4924812409117,-0.355:16.1452462043785,-4.225:15.1876388882538,2.525:17.1367842666003,-4.12:15.2251633817178,-12.665:13.811327778313,5.795:15.9220907860745,-2.375:14.3702600881125,-11.925:12.8148107672334,-13.565:14.0600773468712,-2.255:16.1462062107481,-4.695:15.1635080044164,-1.38:16.5265120336991,2.14:15.55700485312,-0.005:14.4611539995949,-4.785:14.2915630705672,0.66:16.6788608723737,-8.585:13.1788760901679,-3.89:14.3898540645831,-0.675:14.2526971131783,-6.445:16.1225610558621,
-9.775:13.5983225068388,-0.615:15.8078074064685,-4.045:16.0225770399147,-1.865:15.260628263607,-6.635:15.9506042205303,-3.42:15.818457573354,-2.93:15.7062121467908,-2.385:14.0764617358198,9.06:15.4212969623181,5.33:15.8370167645299,-12.86:13.5889808300696,-4.185:15.3577594394495,-6.16:14.7802029756022,-10.345:14.7880348593043,1.175:15.5792931482786,-2.865:15.7228106584033,-5.105:15.6956673958134,2.87:15.168490366546,-0.72:16.3288578902506,-4.8:15.13538899401,0.105:16.3500451069714,-2.795:15.3832043150964,5.91:16.2545962730546,-8.87:13.8124255654103,-6.965:15.0261031209026,-6.465:14.7773060806089,-6.665:15.7035911497976,7.41:16.2493661414838,-4.435:14.0112731398685,4.58:14.5493505009674,-3.735:15.7681569943985,-0.89:14.8659981165074,-2.365:17.3263318391401,-6.445:15.6979927060755,-1.515:15.3876500805029,-7.42:16.2807739373778,-7.725:13.1681196455682,-2.065:15.215478139053,1.025:15.2008017880637,-6.65:15.504112357694,-1.865:16.2245731839084,1.34:14.8930990730607,0.625:15.0832481581389,-1.61:15.6233127088976,-7.355:14.0715661885946,-6.635:15.0130534868827,-5.935:13.2435182259096,-8.825:12.8574637856772,-11.325:12.3648443176613,-7.21:15.7992373233647,-4.125:14.2087780966556,-1.495:16.136913428534,-4.59:15.9094908780891,-1.8:14.497241116847,1.59:15.7302860749574,-3.13:14.8058468180648,-9.65:15.0906427961171,-7.455:16.6684724855039,6.615:15.3083890400003,0.185:14.2130494616743,-5.98:15.0648464977244,-11.56:12.2664746361781,8.81:15.5284867260142,-5.105:13.0431581681738,-9.265:14.5881724352298,-3.295:15.0069308987547,-6.645:15.5019023026208,-11:12.6913356271119,4.165:16.5377681384158,6.86:16.4036703209983,-7.91:14.3948567203707,8.485:14.3589614875171,-4.81:15.6046114978874,-3.6:14.1382460015378,-1.55:16.047663381315,-7.98:13.9150853392999,3.995:15.4782096832935,-5.595:14.7969920929897,2.56:15.9682935844755,0.4:16.0006249877935,-0.16:15.0357706819438,-2.445:16.7244424421264,3.49:15.9774810279969,-4.15:15.4721524035927,-13.56:13.1748396574683,7.275:16.0897288665782,-2.97:14.9435303727064,-11.51:13.3405359712419,-11.625:15.0573694581756,0.735:15.594062171224,-5.24:15.2434379324351,0.885:17.0707871816153,-0.295:14.5944501438047,-4.82:14.6385655034911,-3.8:15.7184604844113,2.22:17.0473341024337,-8.34:14.3451873462845,-5.055:14.7377737463974,-2.345:14.5569905887172,-7.52:16.0779227514004,
-10.175:12.5341284100651,0.08:15.4341698837352,-1.055:16.573230674796,-6.875:14.9679449157191,-7.245:15.8248214839852,-2.305:15.792149157097,-5.455:14.3257800834719,-0.795:14.0635335175766,8.235:15.5473398046097,3.415:15.5943186770054,-9.435:15.0291641484149,0.65:15.9441995722583,-2.675:15.5733546482445,-10.275:16.1365849856777,0.27:15.176201764605,-3.995:16.8025288275307,-6.62:15.8882220528289,0.84:15.1223146376472,-1.09:16.723094809275,-3.235:15.4838553015714,1.375:15.4076076987961,-2.27:15.377161636661,5.52:14.1996337980949,-10.47:13.69522179448,-6.75:15.0199034617404,-5.64:15.2203942130288,-4.565:15.8901156383457,4.26:16.144423185732,-4.27:15.0302062527432,5.895:14.7395378150063,-4.155:14.1152745279715,-1.93:16.1850270311792,-1.07:16.6542817317349,-8.17:14.3133189722021,-5.635:14.2334737502832,-7.03:15.7088860203389,-7.615:14.2072789442595,0.405:14.6748415664361,8.59:14.0990035108869,-5.89:15.3198531324553,-5.205:15.5930425190211,0.33:15.3013430783053,-0.175:15.2533397982212,-5.26:15.7994430281577,-4.87:15.3737796263638,-7.08:14.8409433662419,-5.53:15.0956649406378,-6.64:14.7993378230244,-9.68:12.7928730158632,-10.8:14.2744527040444,-4.145:14.7391985874402,-0.445:16.7537152596073,-6.865:14.352239372307,-0.4:14.3777606044892,3.42:14.8806451473046,-4.625:15.9221347500893,-10.225:14.94772139826,-10.635:14.9683591285084,6.57:15.7316591623389,-0.23:14.3285414470559,-2.01:14.8435137349618,-10.32:14.2904723504858,8.66:15.1170235165525,-6.3:13.832208789633,-8.03:13.2532675216341,-6.025:14.6964068737906,-8.975:14.2567308665065,-10.075:13.4122844810271,6.195:16.9737142370195,7.665:15.837069646876,-4.57:14.9864972558634,8.81:14.125646887842,-3.56:15.6743867503644,-2.605:14.6464662973702,-2.03:15.4223571479849,-7.62:14.60977754793,2.88:16.4257602563778,-6.115:14.1492676488926,-2.35:15.5761837431381,2.275:16.2480575762151,0.54:14.9200670239781,-6.41:15.1509702659599,1.41:16.2348975974596,-4.1:16.30490723678,-9.375:13.382988268694,7.495:15.4389110691136,-5.92:14.7980944719244,-8.66:15.0284530141994,-14.17:13.9689333880579,-3.9:16.0492990501143,-4.705:14.8898614835733,0.285:16.8233104649471,-1.265:15.1163743999677,-5.045:13.9324432530694,-3.845:13.7764645319472,0.045:17.392325175203,-7.93:15.0477606307384,-5.885:13.7670539695318,-3.55:14.9300870727535,-7.975:16.7058185971236,
-10.595:12.2045473082782,0.145:15.152688705309,1.185:16.4462997358068,-8.445:14.4515388453964,-5.565:16.6917876514171,-1.9:16.2332991101624,-4.795:15.3708482199259,-1.77:14.9601838224,7.665:15.1974594916387,0.245:15.7090730152992,-9.34:14.6913035500598,2.74:16.016628858783,-0.755:15.4898345698074,-7.86:17.9201116067953,1.27:16.2375213625726,-3.29:15.9023866133358,-8.99:14.655029853262,0.14:14.9184583653942,2.97:17.4825370012478,-2.755:15.197531871985,2.075:17.1376595543265,-0.33:16.6619656703523,5.655:15.4079841316118,-8.155:14.8239999662709,-3.665:15.8827823444131,-6.525:15.6259199729168,-8.775:14.6121310902962,6.21:16.4461515255089,-5.86:13.9301974142508,6.64:15.2446843194603,-3.755:14.7188645961569,-2.165:15.0992640549134,-1.13:16.8918057057261,-10.465:13.6795020011695,-5.775:13.756612046576,-3.725:15.245962580303,-6.855:15.2713448982072,0.57:14.2564055778446,7.935:14.9656531765239,-7.6:15.2623720305855,-3.675:14.523063554223,1.065:15.4509150214478,4.11:14.6703067452593,-6.65:14.9705544319507,-4.465:15.4427580114434,-4.02:15.0781165932619,-4.665:14.7828540884364,-7.225:13.6137568290314,-7.325:14.2456791694885,-7.475:15.1277683416954,-6.36:13.7208017258468,-1.94:15.0856355517426,-7.59:15.4042818722588,1.61:13.5656883349132,3.61:14.9578708377897,-2.395:15.3371762394516,-6.605:16.0601673403486,-9.405:14.7983436573152,6.28:15.2030128592986,-1.49:13.5487969945675,-3.19:13.4842092834545,-10.89:13.2309447886385,9.28:13.957850837432,-3.75:14.1307289267044,-5.185:15.0605702083288,-4.83:14.8034151465126,-7.875:14.8246205685002,-6.19:15.5043187531733,7.21:16.10142540274,6.2:16.7955351209778,-5.025:14.7707269624755,7.7:14.6972786596703,-4.015:17.0433205391438,-2.63:14.8318272643663,-3.29:15.5575030130159,-9.665:14.2064342816908,1.81:16.8316339076157,-6.135:15.1349520977108,-1.01:15.699678340654,1.84:15.8017214252119,-0.45:15.1518150727891,-3.275:15.756566091633,2.715:16.4180929160484,-4.715:15.0457228141422,-8.765:14.8674064651505,7.11:15.3077725355455,-8.135:14.6375125960663,-10.245:13.2892804545619,-11.805:13.8277610262833,-3.005:15.1507417310177,-6.195:14.6388857157913,2.09:16.9411304227315,-2:15.3678235283985,-3.855:14.7541172219825,-3.965:14.264072875585,2.57:16.5231685823271,-9.785:13.815526591484,-4.435:13.9188999206115,-0.155:15.0708651045652,-5.365:16.7087334947925,
-9.93:13.2338618702176,-4.605:14.4141935258272,-0.475:16.4194815691605,-7.975:14.1553655904749,-4.23:16.4233705432228,-3.04:14.7843971808119,-0.415:16.3512316049893,-3.5:14.5688022843335,9.315:14.4237919771466,-1.6:16.6688331925183,-11.2:14.0196290963777,3.71:15.7265984879121,-2.435:16.3458182725736,-3.94:17.8489887668742,-0.43:15.4131469856094,-4.585:14.8816254152562,-9.005:14.9008380636795,0.785:15.589059464894,-0.11:16.0230427821934,-0.535:14.53371167321,2.145:15.5481180533208,-1.12:16.8735177126763,5.66:15.709372998309,-10.38:13.1816387448602,-1.23:16.9810806487691,-6.615:16.3002078207611,-10.75:14.6961729712194,4.785:16.4088017539368,-7.16:13.917054286019,5.63:14.1433058370382,-2.17:15.739158173168,0.265:15.6807134722882,-2.385:15.7717080558828,-8.72:15.2670101853637,-5.565:15.0872719535375,-5.085:15.9209853652341,-5.52:15.5987050744605,-1.055:14.6670370218392,8.06:14.5332859326444,-3.68:16.187266600634,-3.64:15.5737086141998,-0.11:14.3418234544984,-0.935:15.5993838019327,-4.49:15.9131989241636,-3.37:16.3814865015358,-3.33:15.3450676114509,-4.045:15.934960778113,-6.625:13.0070894130855,-8.105:13.8659285660932,-10.34:13.5290206593086,-6.455:13.3303403932533,0.705:15.6453819064924,-7.42:15.3532928064308,1.28:15.0964101693085,2.75:15.6874950199195,-3.22:14.6161417617646,-5.59:16.4970270048879,-8.105:16.3821236413354,4.89:15.7977181896627,-3.81:14.9373324258383,-3.93:14.9098993960389,-12.055:11.7746326906617,8.655:15.0706992206732,-4.415:13.3023597530664,-7.47:14.5680849805319,-6.85:13.6812828345883,-8.07:14.7198879071819,-3.875:15.2052416948893,8.18:16.5235468347447,6.24:16.0369074325445,-3.525:14.8976298450458,8.865:14.118667607108,-3.01:16.9020679208196,-3.825:15.5262479369615,-0.75:15.4041390541633,-10.16:14.1670180348583,-0.325:16.0477218009286,-6.37:14.9500200668762,-4.45:15.3165759881248,1:16.6210709642911,-1.18:15.5041155826445,-1.61:15.6808131166722,4.3:15.5971151178671,-7.165:14.8643121267013,-6.475:14.4273828187929,8.44:15.5253470170557,-6.65:14.1278979328136,-9.24:13.7601744174992,-10.345:14.6268921852867,-1.55:16.3791788560965,-6.48:14.5989588669877,2.5:16.982343772283,0.915:15.3862852891788,-3.795:15.2089767900408,-5.11:14.7434019140767,3.83:17.119903621224,-6.135:14.7802833193413,-3.795:14.737807672785,-7.205:15.1770542266937,-7.625:17.2755426832271,
